feature_id,type,area,name,parent,spec_section,status,app_author_note,spec_url
html-ls:interface:ImageData:imagebitmap-and-animations:1,webidl-interface,api-surface,ImageData,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:enum:ImageDataPixelFormat:imagebitmap-and-animations:1,webidl-enum,api-surface,ImageDataPixelFormat,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:typedef:ImageDataArray:imagebitmap-and-animations:1,webidl-typedef,api-surface,ImageDataArray,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:interface:ImageBitmap:imagebitmap-and-animations:2,webidl-interface,api-surface,ImageBitmap,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:dictionary:ImageBitmapOptions:imagebitmap-and-animations:2,webidl-dictionary,api-surface,ImageBitmapOptions,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:enum:ImageOrientation:imagebitmap-and-animations:2,webidl-enum,api-surface,ImageOrientation,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:enum:PremultiplyAlpha:imagebitmap-and-animations:2,webidl-enum,api-surface,PremultiplyAlpha,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:enum:ColorSpaceConversion:imagebitmap-and-animations:2,webidl-enum,api-surface,ColorSpaceConversion,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:enum:ResizeQuality:imagebitmap-and-animations:2,webidl-enum,api-surface,ResizeQuality,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:typedef:ImageBitmapSource:imagebitmap-and-animations:2,webidl-typedef,api-surface,ImageBitmapSource,imagebitmap-and-animations.html,,unsupported,Do not rely on this feature in JellyFrame apps. Outside JellyFrame's Canvas 2D V0.3 subset.,https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:interface-mixin:AnimationFrameProvider:imagebitmap-and-animations:3,webidl-interface-mixin,api-surface,AnimationFrameProvider,imagebitmap-and-animations.html,,host_dependent,"Requires manifest capability, target support, host service or backend binding. requestAnimationFrame exists in scripting builds and is pumped/budgeted by the host.",https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:callback:FrameRequestCallback:imagebitmap-and-animations:3,webidl-callback,api-surface,FrameRequestCallback,imagebitmap-and-animations.html,,host_dependent,"Requires manifest capability, target support, host service or backend binding. requestAnimationFrame callbacks are pumped/budgeted by the host.",https://html.spec.whatwg.org/multipage/imagebitmap-and-animations.html
html-ls:interface:HTMLInputElement:input:1,webidl-interface,forms,HTMLInputElement,input.html,,partial,"Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Form-control element/state subset exists; full validation, submission and per-element browser IDL are absent.",https://html.spec.whatwg.org/multipage/input.html
html-ls:interface:VisibilityStateEntry:interaction:1,webidl-interface,api-surface,VisibilityStateEntry,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. Performance visibility entry API is not exposed; document visibility has a tiny host system-event subset.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:interface:UserActivation:interaction:2,webidl-interface,api-surface,UserActivation,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. Browser user activation model is not implemented.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:interface:Navigator:interaction:2,webidl-interface,api-surface,Navigator,interaction.html,,host_dependent,"Requires manifest capability, target support, host service or backend binding. navigator.onLine and host-optional geolocation subset; many Navigator mixins absent.",https://html.spec.whatwg.org/multipage/interaction.html
html-ls:interface:ToggleEvent:interaction:3,webidl-interface,api-surface,ToggleEvent,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. ToggleEvent API is not exposed as a browser-compatible event.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:dictionary:ToggleEventInit:interaction:3,webidl-dictionary,api-surface,ToggleEventInit,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. ToggleEvent API is not exposed as a browser-compatible event.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:interface:CommandEvent:interaction:4,webidl-interface,api-surface,CommandEvent,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. CommandEvent/command infrastructure is not implemented.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:dictionary:CommandEventInit:interaction:4,webidl-dictionary,api-surface,CommandEventInit,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. CommandEvent/command infrastructure is not implemented.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:dictionary:FocusOptions:interaction:5,webidl-dictionary,api-surface,FocusOptions,interaction.html,,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Focus tracking exists; browser-compatible focus options/focusVisible semantics are not implemented.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:interface-mixin:ElementContentEditable:interaction:6,webidl-interface-mixin,api-surface,ElementContentEditable,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. contenteditable/editing API is not implemented beyond attribute preservation.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:interface:CloseWatcher:interaction:7,webidl-interface,api-surface,CloseWatcher,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. CloseWatcher API is not exposed.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:dictionary:CloseWatcherOptions:interaction:7,webidl-dictionary,api-surface,CloseWatcherOptions,interaction.html,,unsupported,Do not rely on this feature in JellyFrame apps. CloseWatcher API is not exposed.,https://html.spec.whatwg.org/multipage/interaction.html
html-ls:interface:HTMLDetailsElement:interactive-elements:1,webidl-interface,api-surface,HTMLDetailsElement,interactive-elements.html,,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Details/summary markup is parsed/rendered; full toggle/default behavior is absent.,https://html.spec.whatwg.org/multipage/interactive-elements.html
html-ls:interface:HTMLDialogElement:interactive-elements:2,webidl-interface,api-surface,HTMLDialogElement,interactive-elements.html,,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Dialog box/default style subset exists; modal/focus/inert algorithms are absent.,https://html.spec.whatwg.org/multipage/interactive-elements.html
html-ls:interface:Example:introduction:1,webidl-interface,api-surface,Example,introduction.html,,out_of_scope,"Specification/background or explicitly outside the JellyFrame runtime contract. Spec-internal example interface, not a JellyFrame runtime feature.",https://html.spec.whatwg.org/multipage/introduction.html
html-ls:interface-mixin:HyperlinkElementUtils:links:1,webidl-interface-mixin,api-surface,HyperlinkElementUtils,links.html,,unsupported,Do not rely on this feature in JellyFrame apps. Browser hyperlink URL utility/navigation behavior is not implemented.,https://html.spec.whatwg.org/multipage/links.html
html-ls:interface-mixin:HTMLHyperlinkElementUtils:links:2,webidl-interface-mixin,api-surface,HTMLHyperlinkElementUtils,links.html,,unsupported,Do not rely on this feature in JellyFrame apps. Browser hyperlink URL utility/navigation behavior is not implemented.,https://html.spec.whatwg.org/multipage/links.html
html-ls:interface:HTMLVideoElement:media:1,webidl-interface,media,HTMLVideoElement,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. Video element playback is not promised.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:HTMLAudioElement:media:2,webidl-interface,media,HTMLAudioElement,media.html,,host_dependent,"Requires manifest capability, target support, host service or backend binding. Tiny Audio() V0 subset is host-optional; full HTMLAudioElement is not implemented.",https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:HTMLTrackElement:media:3,webidl-interface,media,HTMLTrackElement,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media text track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:HTMLMediaElement:media:4,webidl-interface,media,HTMLMediaElement,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. Full media element model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:enum:CanPlayTypeResult:media:4,webidl-enum,media,CanPlayTypeResult,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. Full media capability/playback query model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:typedef:MediaProvider:media:4,webidl-typedef,media,MediaProvider,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. Full media provider/playback model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:MediaError:media:5,webidl-interface,media,MediaError,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. Full media error object/model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:AudioTrackList:media:6,webidl-interface,media,AudioTrackList,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:AudioTrack:media:6,webidl-interface,media,AudioTrack,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:VideoTrackList:media:6,webidl-interface,media,VideoTrackList,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:VideoTrack:media:6,webidl-interface,media,VideoTrack,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:TextTrackList:media:7,webidl-interface,media,TextTrackList,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media text track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:TextTrack:media:8,webidl-interface,media,TextTrack,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media text track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:enum:TextTrackMode:media:8,webidl-enum,media,TextTrackMode,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media text track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:enum:TextTrackKind:media:8,webidl-enum,media,TextTrackKind,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media text track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:TextTrackCueList:media:9,webidl-interface,media,TextTrackCueList,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media text track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:TextTrackCue:media:10,webidl-interface,media,TextTrackCue,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media text track model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:TimeRanges:media:11,webidl-interface,media,TimeRanges,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media timeline/ranges model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:TrackEvent:media:12,webidl-interface,media,TrackEvent,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media track event model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:dictionary:TrackEventInit:media:12,webidl-dictionary,media,TrackEventInit,media.html,,unsupported,Do not rely on this feature in JellyFrame apps. HTML media track event model is not implemented.,https://html.spec.whatwg.org/multipage/media.html
html-ls:interface:Window:nav-history-apis:1,webidl-interface,loading-navigation-history,Window,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:WindowPostMessageOptions:nav-history-apis:1,webidl-dictionary,loading-navigation-history,WindowPostMessageOptions,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:BarProp:nav-history-apis:2,webidl-interface,loading-navigation-history,BarProp,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:Location:nav-history-apis:3,webidl-interface,loading-navigation-history,Location,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:History:nav-history-apis:4,webidl-interface,loading-navigation-history,History,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:enum:ScrollRestoration:nav-history-apis:4,webidl-enum,loading-navigation-history,ScrollRestoration,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:Navigation:nav-history-apis:5,webidl-interface,loading-navigation-history,Navigation,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigationUpdateCurrentEntryOptions:nav-history-apis:5,webidl-dictionary,loading-navigation-history,NavigationUpdateCurrentEntryOptions,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigationOptions:nav-history-apis:5,webidl-dictionary,loading-navigation-history,NavigationOptions,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigationNavigateOptions:nav-history-apis:5,webidl-dictionary,loading-navigation-history,NavigationNavigateOptions,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigationReloadOptions:nav-history-apis:5,webidl-dictionary,loading-navigation-history,NavigationReloadOptions,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigationResult:nav-history-apis:5,webidl-dictionary,loading-navigation-history,NavigationResult,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:enum:NavigationHistoryBehavior:nav-history-apis:5,webidl-enum,loading-navigation-history,NavigationHistoryBehavior,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:enum:NavigationType:nav-history-apis:6,webidl-enum,loading-navigation-history,NavigationType,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NavigationHistoryEntry:nav-history-apis:7,webidl-interface,loading-navigation-history,NavigationHistoryEntry,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NavigationTransition:nav-history-apis:8,webidl-interface,loading-navigation-history,NavigationTransition,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NavigationActivation:nav-history-apis:9,webidl-interface,loading-navigation-history,NavigationActivation,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NavigateEvent:nav-history-apis:10,webidl-interface,loading-navigation-history,NavigateEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigateEventInit:nav-history-apis:10,webidl-dictionary,loading-navigation-history,NavigateEventInit,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigationInterceptOptions:nav-history-apis:10,webidl-dictionary,loading-navigation-history,NavigationInterceptOptions,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:enum:NavigationFocusReset:nav-history-apis:10,webidl-enum,loading-navigation-history,NavigationFocusReset,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:enum:NavigationScrollBehavior:nav-history-apis:10,webidl-enum,loading-navigation-history,NavigationScrollBehavior,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:callback:NavigationInterceptHandler:nav-history-apis:10,webidl-callback,loading-navigation-history,NavigationInterceptHandler,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NavigationPrecommitController:nav-history-apis:11,webidl-interface,loading-navigation-history,NavigationPrecommitController,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:callback:NavigationPrecommitHandler:nav-history-apis:11,webidl-callback,loading-navigation-history,NavigationPrecommitHandler,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NavigationDestination:nav-history-apis:12,webidl-interface,loading-navigation-history,NavigationDestination,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NavigationCurrentEntryChangeEvent:nav-history-apis:13,webidl-interface,loading-navigation-history,NavigationCurrentEntryChangeEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:NavigationCurrentEntryChangeEventInit:nav-history-apis:13,webidl-dictionary,loading-navigation-history,NavigationCurrentEntryChangeEventInit,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:PopStateEvent:nav-history-apis:14,webidl-interface,loading-navigation-history,PopStateEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:PopStateEventInit:nav-history-apis:14,webidl-dictionary,loading-navigation-history,PopStateEventInit,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:HashChangeEvent:nav-history-apis:15,webidl-interface,loading-navigation-history,HashChangeEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:HashChangeEventInit:nav-history-apis:15,webidl-dictionary,loading-navigation-history,HashChangeEventInit,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:PageSwapEvent:nav-history-apis:16,webidl-interface,loading-navigation-history,PageSwapEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:PageSwapEventInit:nav-history-apis:16,webidl-dictionary,loading-navigation-history,PageSwapEventInit,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:PageRevealEvent:nav-history-apis:17,webidl-interface,loading-navigation-history,PageRevealEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:PageRevealEventInit:nav-history-apis:17,webidl-dictionary,loading-navigation-history,PageRevealEventInit,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:PageTransitionEvent:nav-history-apis:18,webidl-interface,loading-navigation-history,PageTransitionEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:dictionary:PageTransitionEventInit:nav-history-apis:18,webidl-dictionary,loading-navigation-history,PageTransitionEventInit,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:BeforeUnloadEvent:nav-history-apis:19,webidl-interface,loading-navigation-history,BeforeUnloadEvent,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NotRestoredReasonDetails:nav-history-apis:20,webidl-interface,loading-navigation-history,NotRestoredReasonDetails,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:NotRestoredReasons:nav-history-apis:20,webidl-interface,loading-navigation-history,NotRestoredReasons,nav-history-apis.html,,unsupported,Do not rely on this feature in JellyFrame apps. No browser navigation/history/browsing-context model.,https://html.spec.whatwg.org/multipage/nav-history-apis.html
html-ls:interface:HTMLMarqueeElement:obsolete:1,webidl-interface,api-surface,HTMLMarqueeElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLFrameSetElement:obsolete:2,webidl-interface,api-surface,HTMLFrameSetElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLFrameElement:obsolete:3,webidl-interface,api-surface,HTMLFrameElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLAnchorElement:obsolete:4,webidl-interface,api-surface,HTMLAnchorElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLAreaElement:obsolete:5,webidl-interface,api-surface,HTMLAreaElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLBodyElement:obsolete:6,webidl-interface,api-surface,HTMLBodyElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLBRElement:obsolete:7,webidl-interface,api-surface,HTMLBRElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLTableCaptionElement:obsolete:8,webidl-interface,api-surface,HTMLTableCaptionElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLTableColElement:obsolete:9,webidl-interface,api-surface,HTMLTableColElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLDirectoryElement:obsolete:10,webidl-interface,api-surface,HTMLDirectoryElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLDivElement:obsolete:11,webidl-interface,api-surface,HTMLDivElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLDListElement:obsolete:12,webidl-interface,api-surface,HTMLDListElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLEmbedElement:obsolete:13,webidl-interface,api-surface,HTMLEmbedElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLFontElement:obsolete:14,webidl-interface,api-surface,HTMLFontElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
html-ls:interface:HTMLHeadingElement:obsolete:15,webidl-interface,api-surface,HTMLHeadingElement,obsolete.html,,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/obsolete.html
